"unidade";"natureza da despesa";"valor"
"AÇÕES INTERNAS DE MELHORIAS DE AMBIENTE";"CUSTEIO";"R$        49.334,00"
"AÇÕES INTERNAS DE MELHORIAS DE AMBIENTE";"SERV. PESSOA JURÍDICA";"R$         4.259,30"
"ACOLHIMENTO: UMA AÇÃO ASSISTENCIAL PARA A QUALIDADE NO ATENDIMENTO EM SAÚDE NO HUAB.";"CUSTEIO";"R$         3.600,00"
"ACOMPANHAMENTO COMPORTAMENTAL DA OBESIDADE NO ÂMBITO DA ATENÇÃO BÁSICA";"CUSTEIO";"R$         3.000,00"
"ACOMPANHAMENTO E SUPERVISÃO ACADÊMICA DAS ATIVIDADES DESENVOLVIDAS PELOS ALUNOS DOS CURSOS DE DIREITO NOS NÚCLEOS DE PRÁTICA JURÍDICA - NPJ";"CUSTEIO";"R$       361.466,00"
"ACOMPANHAMENTO E SUPERVISÃO ACADÊMICA DAS ATIVIDADES DESENVOLVIDAS PELOS ALUNOS DOS CURSOS DE DIREITO NOS NÚCLEOS DE PRÁTICA JURÍDICA - NPJ";"DIV.EXERCÍCIOS ANTERIORES";"R$         2.662,85"
"ACOMPANHAMENTO E SUPERVISÃO ACADÊMICA DAS ATIVIDADES DESENVOLVIDAS PELOS ALUNOS DOS CURSOS DE DIREITO NOS NÚCLEOS DE PRÁTICA JURÍDICA - NPJ";"SERV. PESSOA JURÍDICA";"R$        33.356,74"
"ADM. CENTRAL - CT - LABORATÓRIO DE ELETROTÉCNICA";"EQUIP. MATERIAL PERMANENTE";"R$       116.906,00"
"ADM. CENTRAL - CT - LABORATÓRIO DE ELETROTÉCNICA";"SERV. PESSOA JURÍDICA";"R$         7.960,00"
"ADMINISTRAÇÃO CENTRAL - GASTOS CT";"SERV. PESSOA FÍSICA";"R$           442,50"
"ADMINISTRAÇÃO DA ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RN";"AUX. FINANCEIRO ESTUDANTE";"R$           219,90"
"ADMINISTRAÇÃO DA ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RN";"DIÁRIAS";"R$             0,00"
"ADMINISTRAÇÃO DA ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RN";"EQUIP. MATERIAL PERMANENTE";"R$       189.130,14"
"ADMINISTRAÇÃO DA ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RN";"MAT. CONSUMO";"R$        73.135,13"
"A FORMAÇÃO DO PRECEPTOR COM AUXÍLIO DO ALUNO";"CUSTEIO";"R$         3.827,38"
"AGENTES JOVENS DE EDUCAÇÃO AMBIENTAL, MEIO AMBIENTE E SAÚDE";"CUSTEIO";"R$         2.000,00"
"AGREGAÇÃO DE VALOR Á TILÁPIA PRODUZIDA EM ASSENTAMENTOS DE REFORMA AGRÁRIA NO ESTADO DO RIO GRANDE DO NORTE (2015)";"CUSTEIO";"R$         3.150,00"
"AGREGAÇÃO DE VALOR Á TILÁPIA PRODUZIDA EM ASSENTAMENTOS DE REFORMA AGRÁRIA NO ESTADO DO RIO GRANDE DO NORTE (2015)";"DIÁRIAS";"R$             0,00"
"AGROVILAS ARACATI E CAJÁ: FORTALECENDO A CADEIA PRODUTIVA DA AQUICULTURA E ATIVIDADES AGROPECUARIAS";"AUX. FINANCEIRO ESTUDANTE";"R$         3.760,00"
"AGROVILAS ARACATI E CAJÁ: FORTALECENDO A CADEIA PRODUTIVA DA AQUICULTURA E ATIVIDADES AGROPECUARIAS";"CUSTEIO";"R$        40.400,00"
"AGROVILAS ARACATI E CAJÁ: FORTALECENDO A CADEIA PRODUTIVA DA AQUICULTURA E ATIVIDADES AGROPECUARIAS";"DIÁRIAS";"R$           585,60"
"AGROVILAS ARACATI E CAJÁ: FORTALECENDO A CADEIA PRODUTIVA DA AQUICULTURA E ATIVIDADES AGROPECUARIAS";"EQUIP. MATERIAL PERMANENTE";"R$           630,00"
"AGROVILAS ARACATI E CAJÁ: FORTALECENDO A CADEIA PRODUTIVA DA AQUICULTURA E ATIVIDADES AGROPECUARIAS";"MAT. CONSUMO";"R$        28.875,89"
"ÁGUA E ESGOTOS";"CUSTEIO";"R$       600.000,00"
"ÁGUA E ESGOTOS";"SERV. PESSOA JURÍDICA";"R$       254.500,00"
"ÁGUA PARA QUEM TEM SEDE: OBTENÇÃO DE ÁGUA DESSALINIZADA UTILIZADA PARA ABASTECIMENTO HUMANO E IRRIGAÇÃO DE CULTURAS SENSÍVEIS, E USO DE REJEITO SALINO PARA CULTIVO DE PEIXES NO ASSENTAMENTO MODELO 1 E";"CAPITAL";"R$        33.325,00"
"ÁGUA PARA QUEM TEM SEDE: OBTENÇÃO DE ÁGUA DESSALINIZADA UTILIZADA PARA ABASTECIMENTO HUMANO E IRRIGAÇÃO DE CULTURAS SENSÍVEIS, E USO DE REJEITO SALINO PARA CULTIVO DE PEIXES NO ASSENTAMENTO MODELO 1 E";"CUSTEIO";"R$        19.173,06"
"ÁGUA PARA QUEM TEM SEDE: OBTENÇÃO DE ÁGUA DESSALINIZADA UTILIZADA PARA ABASTECIMENTO HUMANO E IRRIGAÇÃO DE CULTURAS SENSÍVEIS, E USO DE REJEITO SALINO PARA CULTIVO DE PEIXES NO ASSENTAMENTO MODELO 1 E";"DIÁRIAS";"R$           425,55"
"ÁGUA PARA QUEM TEM SEDE: OBTENÇÃO DE ÁGUA DESSALINIZADA UTILIZADA PARA ABASTECIMENTO HUMANO E IRRIGAÇÃO DE CULTURAS SENSÍVEIS, E USO DE REJEITO SALINO PARA CULTIVO DE PEIXES NO ASSENTAMENTO MODELO 1 E";"EQUIP. MATERIAL PERMANENTE";"R$         8.569,45"
"ÁGUA PARA QUEM TEM SEDE: OBTENÇÃO DE ÁGUA DESSALINIZADA UTILIZADA PARA ABASTECIMENTO HUMANO E IRRIGAÇÃO DE CULTURAS SENSÍVEIS, E USO DE REJEITO SALINO PARA CULTIVO DE PEIXES NO ASSENTAMENTO MODELO 1 E";"MAT. CONSUMO";"R$        12.014,33"
"A INTEGRAÇÃO ENSINO-SERVIÇO NA PROMOÇÃO DO ALEITAMENTO MATERNO: UMA ESTRATÉGIA MULTIPROFISSIONAL ENTRE A GRADUAÇÃO E A PÓS-GRADUAÇÃO (2015)";"CUSTEIO";"R$         3.148,94"
"AJUDA FINANCEIRA AO ESTUDANTE";"AUX. FINANCEIRO ESTUDANTE";"R$     2.892.134,32"
"AJUDA FINANCEIRA AO ESTUDANTE";"CUSTEIO";"R$     1.836.554,00"
"AJUDA FINANCEIRA AO ESTUDANTE";"MAT. CONSUMO";"R$           312,77"
"AJUDA FINANCEIRA AO ESTUDANTE";"PASSAGENS";"R$         1.408,97"
"AJUDA FINANCEIRA AO ESTUDANTE";"SERV. PESSOA JURÍDICA";"R$        23.530,00"
"ALEITAMENTO MATERNO: INCENTIVANDO A PRÁTICA";"CUSTEIO";"R$         2.000,00"
"A LEITURA DE FICÇÃO COMO UM SIMULADOR DE VÔO DAS HABILIDADES SOCIAIS: PROPOSTA DE UM CLUBE DE LEITURA";"CUSTEIO";"R$         1.500,47"
"A LEITURA DE FICÇÃO COMO UM SIMULADOR DE VÔO DAS HABILIDADES SOCIAIS: PROPOSTA DE UM CLUBE DE LEITURA";"MAT. CONSUMO";"R$           351,00"
"A LEITURA DE FICÇÃO COMO UM SIMULADOR DE VÔO DAS HABILIDADES SOCIAIS: PROPOSTA DE UM CLUBE DE LEITURA";"PASSAGENS";"R$         1.048,04"
"A LEITURA DE FICÇÃO COMO UM SIMULADOR DE VÔO DAS HABILIDADES SOCIAIS: PROPOSTA DE UM CLUBE DE LEITURA";"SERV. PESSOA JURÍDICA";"R$           100,49"
"ALIMENTAÇÃO E CULTURA: OLHARES ANTROPOLÓGICOS - FACISA";"CUSTEIO";"R$         3.440,00"
"ALIMENTAÇÃO E CULTURA: OLHARES ANTROPOLÓGICOS - FACISA";"PASSAGENS";"R$         1.063,45"
"ALIMENTAÇÃO E CULTURA: OLHARES ANTROPOLÓGICOS - FACISA";"SERV. PESSOA JURÍDICA";"R$           118,98"
"ALIMENTAÇÃO ENTERAL";"MAT. CONSUMO";"R$       345.711,74"
"ALIMENTAÇÃO ENTERAL";"SERV. PESSOA JURÍDICA";"R$        30.000,00"
"ALIMENTAÇÃO ESCOLAR: EM BUSCA DA QUALIDADE";"CUSTEIO";"R$       437.969,31"
"ALIMENTAÇÃO ESCOLAR: EM BUSCA DA QUALIDADE";"SERV. PESSOA JURÍDICA";"R$       252.083,47"
"ALIMENTAÇÃO SAUDÁVEL E GERONTOLOGIA: CONHECENDO FATORES QUE AFETAM O CONSUMO E O COMPORTAMENTO ALIMENTAR DE IDOSOS NO MUNICÍPIO DE SANTA CRUZ/RN";"CUSTEIO";"R$         3.025,40"
"ALIMENTAÇÃO SAUDÁVEL E GERONTOLOGIA: CONHECENDO FATORES QUE AFETAM O CONSUMO E O COMPORTAMENTO ALIMENTAR DE IDOSOS NO MUNICÍPIO DE SANTA CRUZ/RN";"MAT. CONSUMO";"R$         1.164,71"
"ALIMENTE-SE BEM";"CUSTEIO";"R$         1.900,00"
"ALIMENTE-SE BEM";"EQUIP. MATERIAL PERMANENTE";"R$         1.380,00"
"ALIMENTOS NÃO PERECÍVEIS";"MAT. CONSUMO";"R$       314.793,43"
"ALIMENTOS PERECÍVEIS";"MAT. CONSUMO";"R$       941.965,50"
"ALUNO INTEGRADO";"CUSTEIO";"R$       120.000,00"
"ALUNO INTEGRADO";"OBRIGAÇÕES PATRONAIS";"R$             0,00"
"ALUNO INTEGRADO";"SERV. PESSOA FÍSICA";"R$             0,00"
"ALUNO INTEGRADO";"SERV. PESSOA JURÍDICA";"R$        34.727,30"
"A MATEMÁTICA FAZ A DIFERENÇA - 2016";"DIÁRIAS";"R$         8.622,34"
"A MATEMÁTICA FAZ A DIFERENÇA - 2016";"EQUIP. MATERIAL PERMANENTE";"R$         2.000,00"
"A MATEMÁTICA FAZ A DIFERENÇA - 2016";"MAT. CONSUMO";"R$         7.347,70"
"A MATEMÁTICA FAZ A DIFERENÇA - 2016";"PASSAGENS";"R$         2.500,00"
"A MATEMÁTICA FAZ A DIFERENÇA - 2016";"SERV. PESSOA JURÍDICA";"R$        10.265,91"
"AMBIENTE SIMULADO NA FORMAÇÃO DA GRADUAÇÃO EM ENFERMAGEM: TRABALHANDO CONHECIMENTOS E HABILIDADES (2015)";"CUSTEIO";"R$        18.036,51"
"AMBIENTE SIMULADO NA FORMAÇÃO DA GRADUAÇÃO EM ENFERMAGEM: TRABALHANDO CONHECIMENTOS E HABILIDADES (2015)";"EQUIP. MATERIAL PERMANENTE";"R$        12.168,45"
"AMBIENTE SIMULADO NA FORMAÇÃO DA GRADUAÇÃO EM ENFERMAGEM: TRABALHANDO CONHECIMENTOS E HABILIDADES (2015)";"MAT. CONSUMO";"R$         5.569,59"
"A MEDIAÇÃO NO CONTEXTO DO NOVO CÓDIGO DE PROCESSO CIVIL E DA NOVA LEI DE MEDIAÇÃO";"CUSTEIO";"R$         5.726,46"
"AMPLIAÇÃO DO ACERVO BIBLIOGRÁFICO";"CAPITAL";"R$     1.450.000,00"
"AMPLIAÇÃO DO ACERVO BIBLIOGRÁFICO";"CUSTEIO";"R$        50.000,00"
"AMPLIAÇÃO DO ACERVO BIBLIOGRÁFICO";"EQUIP. MATERIAL PERMANENTE";"R$     1.236.720,00"
"AMPLIAÇÃO DOS ESPAÇOS DE APOIO À FORMAÇÃO COMPLEMENTAR DOS DISCENTES NOS AMBIENTES DE RADIODIFUSÃO UNIVERSITÁRIA - COMUNICA";"CUSTEIO";"R$       432.247,00"
"AMPLIAÇÃO DOS ESPAÇOS DE APOIO À FORMAÇÃO COMPLEMENTAR DOS DISCENTES NOS AMBIENTES DE RADIODIFUSÃO UNIVERSITÁRIA - COMUNICA";"DIV.EXERCÍCIOS ANTERIORES";"R$         2.732,79"
"AMPLIAÇÃO DOS ESPAÇOS DE APOIO À FORMAÇÃO COMPLEMENTAR DOS DISCENTES NOS AMBIENTES DE RADIODIFUSÃO UNIVERSITÁRIA - COMUNICA";"SERV. PESSOA JURÍDICA";"R$       217.179,96"
"ANÁLISE DAS DIMENSÕES ESTRUTURAIS DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"CUSTEIO";"R$       178.662,00"
"ANÁLISE DAS DIMENSÕES ESTRUTURAIS DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"SERV. PESSOA JURÍDICA";"R$       178.662,00"
"ANÁLISE METEO-OCEANOGRÁFICA PARA ESTUDO DOS PARÂMETROS QUE COMPORÃO O PROTÓTIPO SIMULADOR DE CENÁRIOS FUTUROS DE ELEVAÇÃO DO NÍVEL DO MAR E EROSÃO COSTEIRA NA REGIÃO SETENTRIONAL DO ESTADO DO RIO GRA.";"CUSTEIO";"R$         3.150,00"
"ANÁLISE METEO-OCEANOGRÁFICA PARA ESTUDO DOS PARÂMETROS QUE COMPORÃO O PROTÓTIPO SIMULADOR DE CENÁRIOS FUTUROS DE ELEVAÇÃO DO NÍVEL DO MAR E EROSÃO COSTEIRA NA REGIÃO SETENTRIONAL DO ESTADO DO RIO GRA.";"EQUIP. MATERIAL PERMANENTE";"R$         2.004,00"
"ANÁLISE METEO-OCEANOGRÁFICA PARA ESTUDO DOS PARÂMETROS QUE COMPORÃO O PROTÓTIPO SIMULADOR DE CENÁRIOS FUTUROS DE ELEVAÇÃO DO NÍVEL DO MAR E EROSÃO COSTEIRA NA REGIÃO SETENTRIONAL DO ESTADO DO RIO GRA.";"MAT. CONSUMO";"R$           281,00"
"[ANO 03]- PROMOVENDO A SAÚDE NAS ESCOLAS DE FORMA LÚDICA: CONSTRUINDO COM CRIANÇAS E ADOLESCENTES SABERES E PRÁTICAS DE PRIMEIROS SOCORROS (2015)";"CUSTEIO";"R$         2.088,45"
"[ANO 03]- PROMOVENDO A SAÚDE NAS ESCOLAS DE FORMA LÚDICA: CONSTRUINDO COM CRIANÇAS E ADOLESCENTES SABERES E PRÁTICAS DE PRIMEIROS SOCORROS (2015)";"MAT. CONSUMO";"R$           149,79"
"[ANO 2] - CONSTRUINDO ESPAÇOS ASSISTENCIAIS AO BINÔMIO FAMÍLIA E CRIANÇA COM DOENÇA CRÔNICA: NOVOS SENTIDOS E PRÁTICAS NA PRODUÇÃO DO CUIDADO (2015)";"CUSTEIO";"R$         2.277,45"
"ANP 30/00 - QUIMICA";"AUX. FINANCEIRO ESTUDANTE";"R$            88,50"
"ANP 30/00 - QUIMICA";"OBRIGAÇÕES CONTRIBUTIVAS";"R$           252,00"
"ANP/PRH 51 - MEIO AMBIENTE";"AUX. FINANCEIRO ESTUDANTE";"R$       191.008,80"
"ANP/PRH 51 - MEIO AMBIENTE";"AUXÍLIO FINANCEIRO A PESQUISADORES";"R$       107.232,00"
"ANP/PRH 51 - MEIO AMBIENTE";"CUSTEIO";"R$       489.250,87"
"ANP/PRH 51 - MEIO AMBIENTE";"SERV. PESSOA JURÍDICA";"R$       191.008,80"
"APERFEIÇOAMENTO EM ENDOCRINOLOGIA PEDIÁTRICA";"CUSTEIO";"R$        14.933,26"
"APERFEIÇOAMENTO EM ENDOCRINOLOGIA PEDIÁTRICA";"OBRIGAÇÕES PATRONAIS";"R$           440,00"
"APERFEIÇOAMENTO EM ENDOCRINOLOGIA PEDIÁTRICA";"SERV. PESSOA FÍSICA";"R$         2.200,00"
"APERFEIÇOAMENTO EM ENDOCRINOLOGIA PEDIÁTRICA";"SERV. PESSOA JURÍDICA";"R$           170,00"
"APERFEIÇOAMENTO: OFICINA DE EDUCAÇÃO MUSICAL";"CUSTEIO";"R$        35.777,03"
"APERFEIÇOAMENTO: OFICINA DE EDUCAÇÃO MUSICAL";"MAT. CONSUMO";"R$         1.021,99"
"APERFEIÇOAMENTO: OFICINA DE EDUCAÇÃO MUSICAL";"SERV. PESSOA FÍSICA";"R$           531,00"
"APERFEIÇOAMENTO: OFICINA DE EDUCAÇÃO MUSICAL";"SERV. PESSOA JURÍDICA";"R$         5.625,72"
"APLICAÇÃO DE NOVAS TECNOLOGIAS PARA DIAGNÓSTICO DE DOENÇAS VIRAIS QUE ACOMETEM A CARCINICULTURA VISANDO A INCLUSÃO SOCIAL DOS MICRO E PEQUENOS PRODUTORES DO RN (PROEXT 2015)";"DIÁRIAS";"R$        20.271,72"
"APLICAÇÃO DE NOVAS TECNOLOGIAS PARA DIAGNÓSTICO DE DOENÇAS VIRAIS QUE ACOMETEM A CARCINICULTURA VISANDO A INCLUSÃO SOCIAL DOS MICRO E PEQUENOS PRODUTORES DO RN (PROEXT 2015)";"EQUIP. MATERIAL PERMANENTE";"R$        49.687,00"
"APLICAÇÃO DE NOVAS TECNOLOGIAS PARA DIAGNÓSTICO DE DOENÇAS VIRAIS QUE ACOMETEM A CARCINICULTURA VISANDO A INCLUSÃO SOCIAL DOS MICRO E PEQUENOS PRODUTORES DO RN (PROEXT 2015)";"MAT. CONSUMO";"R$        51.551,92"
"APLICANDO A INSTRUÇÃO ENTRE PARES NAS TURMAS GRANDES DO BACHARELADO EM CIÊNCIAS E TECNOLOGIA (2015)";"CUSTEIO";"R$        38.768,00"
"APOIAR PARA BEM NASCER: O EMPODERAMENTO DA PARTURIENTE E DE SEU ACOMPANHANTE DURANTE O PROCESSO DE NASCIMENTO";"CUSTEIO";"R$           962,00"
"APOIO A ALUNOS DA PÓS-GRADUAÇÃO (RESIDENTES CARENTES).";"AUX. FINANCEIRO ESTUDANTE";"R$         1.200,00"
"APOIO A ALUNOS DA PÓS-GRADUAÇÃO (RESIDENTES CARENTES).";"CUSTEIO";"R$       303.331,00"
"APOIO A ALUNOS DA PÓS-GRADUAÇÃO (RESIDENTES CARENTES).";"MAT. CONSUMO";"R$        12.585,69"
"APOIO A ALUNOS DA PÓS-GRADUAÇÃO (RESIDENTES CARENTES).";"SERV. PESSOA JURÍDICA";"R$        68.513,00"
"APOIO A EVENTOS/CNAES";"AUX. FINANCEIRO ESTUDANTE";"R$        55.930,00"
"APOIO A EVENTOS/CNAES";"CUSTEIO";"R$       481.714,44"
"APOIO A EVENTOS/CNAES";"DIÁRIAS";"R$         6.380,33"
"APOIO A EVENTOS/CNAES";"EQUIP. MATERIAL PERMANENTE";"R$         2.412,00"
"APOIO A EVENTOS/CNAES";"MAT. CONSUMO";"R$        15.120,18"
"APOIO A EVENTOS/CNAES";"PASSAGENS";"R$        15.936,47"
"APOIO A EVENTOS/CNAES";"SERV. PESSOA JURÍDICA";"R$        70.245,32"
"APOIO A FUNPEC PARA SUPORTE DE PROJETOS INSTITUCIONAIS";"CUSTEIO";"R$       324.750,00"
"APOIO A FUNPEC PARA SUPORTE DE PROJETOS INSTITUCIONAIS";"LOC. MÃO-DE-OBRA";"R$        68.449,13"
"APOIO A FUNPEC PARA SUPORTE DE PROJETOS INSTITUCIONAIS";"SERV. PESSOA JURÍDICA";"R$       700.167,41"
"APOIO À MOBILIDADE - PROAE";"AUX. FINANCEIRO ESTUDANTE";"R$       180.717,73"
"APOIO À MOBILIDADE - PROAE";"CUSTEIO";"R$       473.839,13"
"APOIO À MOBILIDADE - PROAE";"DIÁRIAS";"R$           781,90"
"APOIO À MOBILIDADE - PROAE";"MAT. CONSUMO";"R$           206,35"
"APOIO À MOBILIDADE - PROAE";"PASSAGENS";"R$         1.025,32"
"APOIO À MOBILIDADE - PROAE";"SERV. PESSOA JURÍDICA";"R$        21.000,00"
"APOIO PEDAGÓGICO A ESTUDANTES COM DEFICIÊNCIA VISUAL (APEDV)";"CUSTEIO";"R$         2.061,90"
"APOIO PEDAGÓGICO A ESTUDANTES COM DEFICIÊNCIA VISUAL (APEDV)";"DIÁRIAS";"R$             0,00"
"APOIO PEDAGÓGICO A ESTUDANTES COM DEFICIÊNCIA VISUAL (APEDV)";"PASSAGENS";"R$         1.051,40"
"A POLUIÇÃO SONORA E OS RESÍDUOS SÓLIDOS: UMA INTERFACE ENTRE ENSINO, PESQUISA E EXTENSÃO";"CUSTEIO";"R$         5.000,00"
"A POLUIÇÃO SONORA E OS RESÍDUOS SÓLIDOS: UMA INTERFACE ENTRE ENSINO, PESQUISA E EXTENSÃO";"MAT. CONSUMO";"R$           863,20"
"A POLUIÇÃO SONORA E OS RESÍDUOS SÓLIDOS: UMA INTERFACE ENTRE ENSINO, PESQUISA E EXTENSÃO";"SERV. PESSOA FÍSICA";"R$           520,55"
"APRIMORAMENTO DAS METODOLOGIAS DE ENSINO DE COMPONENTES CURRICULARES PROFISSIONALIZANTES DO CURSO DE BIOMEDICINA (2015)";"CUSTEIO";"R$        10.001,34"
"APRIMORAMENTO DAS METODOLOGIAS DE ENSINO DE COMPONENTES CURRICULARES PROFISSIONALIZANTES DO CURSO DE BIOMEDICINA (2015)";"EQUIP. MATERIAL PERMANENTE";"R$         8.818,00"
"APRIMORAMENTO DAS METODOLOGIAS DE ENSINO DE COMPONENTES CURRICULARES PROFISSIONALIZANTES DO CURSO DE BIOMEDICINA (2015)";"MAT. CONSUMO";"R$         1.480,16"
"APRIMORAMENTO NO RECONHECIMENTO DA NECESSIDADE DE AVALIAÇÃO ESPECIALIZADA DE CRIANÇAS DA ATENÇÃO BÁSICA PELOS AGENTES DE SAÚDE";"CUSTEIO";"R$           465,66"
"A PROPAGAÇÃO DA CULTURA DO VIOLONCELO NO RIO GRANDE DO NORTE";"CUSTEIO";"R$        11.084,04"
"A PROPAGAÇÃO DA CULTURA DO VIOLONCELO NO RIO GRANDE DO NORTE";"EQUIP. MATERIAL PERMANENTE";"R$         9.590,00"
"A PROPAGAÇÃO DA CULTURA DO VIOLONCELO NO RIO GRANDE DO NORTE";"PASSAGENS";"R$             0,00"
"A PROPAGAÇÃO DA CULTURA DO VIOLONCELO NO RIO GRANDE DO NORTE";"SERV. PESSOA JURÍDICA";"R$           694,00"
"A QUALIDADE DE VIDA NO TRABALHO - SAÚDE E SOCIEDADE";"CUSTEIO";"R$         2.000,00"
"AQUICULTURA INTEGRADA - CULTIVANDO PESCADO E COLHENDO ALIMENTOS";"AUX. FINANCEIRO ESTUDANTE";"R$         1.920,00"
"AQUICULTURA INTEGRADA - CULTIVANDO PESCADO E COLHENDO ALIMENTOS";"CUSTEIO";"R$         7.073,18"
"AQUICULTURA INTEGRADA - CULTIVANDO PESCADO E COLHENDO ALIMENTOS";"MAT. CONSUMO";"R$           395,48"
"AQUICULTURA NA UFRN - ESTRUTURAS DE APOIO A PESQUISAS DISPONÍVEIS PARA PARCERIAS";"CUSTEIO";"R$         8.540,00"
"AQUICULTURA NA UFRN - ESTRUTURAS DE APOIO A PESQUISAS DISPONÍVEIS PARA PARCERIAS";"DIÁRIAS";"R$         3.896,90"
"AQUICULTURA ORNAMENTAL - INTEGRAÇÃO ENTRE CURSOS TÉCNICOS, GRADUAÇÃO E O SETOR PRODUTIVO";"CUSTEIO";"R$        11.197,50"
"AQUICULTURA ORNAMENTAL - INTEGRAÇÃO ENTRE CURSOS TÉCNICOS, GRADUAÇÃO E O SETOR PRODUTIVO";"SERV. PESSOA JURÍDICA";"R$         7.410,10"
"AQUISIÇÃO DE INSTRUMENTOS DE MENSURAÇÃO FLORESTAL PARA AULAS PRÁTICAS (2015)";"CUSTEIO";"R$        24.000,00"
"AQUISIÇÃO DE INSTRUMENTOS MUSICAIS E ODONTOLÓGICOS";"AUX. FINANCEIRO ESTUDANTE";"R$       346.654,91"
"AQUISIÇÃO DE INSTRUMENTOS MUSICAIS E ODONTOLÓGICOS";"CAPITAL";"R$       100.000,00"
"AQUISIÇÃO DE INSTRUMENTOS MUSICAIS E ODONTOLÓGICOS";"CUSTEIO";"R$       685.000,00"
"ARACATI E VALE DO LIRIO: ASSENTAMENTOS DE REFORMA AGRÁRIA DO RIO GRANDE DO NORTE CAMINHANDO PARA O FORTALECIMENTO DA TILAPICULTURA.";"AUX. FINANCEIRO ESTUDANTE";"R$           320,00"
"ARACATI E VALE DO LIRIO: ASSENTAMENTOS DE REFORMA AGRÁRIA DO RIO GRANDE DO NORTE CAMINHANDO PARA O FORTALECIMENTO DA TILAPICULTURA.";"CAPITAL";"R$        10.304,40"
"ARACATI E VALE DO LIRIO: ASSENTAMENTOS DE REFORMA AGRÁRIA DO RIO GRANDE DO NORTE CAMINHANDO PARA O FORTALECIMENTO DA TILAPICULTURA.";"CUSTEIO";"R$        57.203,76"
"ARACATI E VALE DO LIRIO: ASSENTAMENTOS DE REFORMA AGRÁRIA DO RIO GRANDE DO NORTE CAMINHANDO PARA O FORTALECIMENTO DA TILAPICULTURA.";"DIÁRIAS";"R$         2.653,55"
"ARACATI E VALE DO LIRIO: ASSENTAMENTOS DE REFORMA AGRÁRIA DO RIO GRANDE DO NORTE CAMINHANDO PARA O FORTALECIMENTO DA TILAPICULTURA.";"EQUIP. MATERIAL PERMANENTE";"R$         9.737,90"
"ARACATI E VALE DO LIRIO: ASSENTAMENTOS DE REFORMA AGRÁRIA DO RIO GRANDE DO NORTE CAMINHANDO PARA O FORTALECIMENTO DA TILAPICULTURA.";"MAT. CONSUMO";"R$        32.212,86"
"ARACATI E VALE DO LIRIO: ASSENTAMENTOS DE REFORMA AGRÁRIA DO RIO GRANDE DO NORTE CAMINHANDO PARA O FORTALECIMENTO DA TILAPICULTURA.";"PASSAGENS";"R$         2.424,76"
"ARACATI E VALE DO LIRIO: ASSENTAMENTOS DE REFORMA AGRÁRIA DO RIO GRANDE DO NORTE CAMINHANDO PARA O FORTALECIMENTO DA TILAPICULTURA.";"SERV. PESSOA JURÍDICA";"R$         5.434,30"
"ARRECADAÇÕES";"CUSTEIO";"R$        72.739,17"
"ARTE CONTEMPORÂNEA E CULTURA INVESTIGADAS PARA CONHECER, APREENDER E TRANSFORMAR";"CAPITAL";"R$        26.929,66"
"AS CASAS DE FAZENDAS DO SERIDÓ-RN: GESTÃO PATRIMONIAL, DESENVOLVIMENTO REGIONAL E EDUCAÇÃO.";"AUX. FINANCEIRO ESTUDANTE";"R$        15.200,00"
"AS CASAS DE FAZENDAS DO SERIDÓ-RN: GESTÃO PATRIMONIAL, DESENVOLVIMENTO REGIONAL E EDUCAÇÃO.";"CUSTEIO";"R$         9.450,00"
"AS CASAS DE FAZENDAS DO SERIDÓ-RN: GESTÃO PATRIMONIAL, DESENVOLVIMENTO REGIONAL E EDUCAÇÃO.";"DIÁRIAS";"R$        22.650,06"
"AS CASAS DE FAZENDAS DO SERIDÓ-RN: GESTÃO PATRIMONIAL, DESENVOLVIMENTO REGIONAL E EDUCAÇÃO.";"EQUIP. MATERIAL PERMANENTE";"R$       138.172,00"
"AS CASAS DE FAZENDAS DO SERIDÓ-RN: GESTÃO PATRIMONIAL, DESENVOLVIMENTO REGIONAL E EDUCAÇÃO.";"MAT. CONSUMO";"R$         5.000,00"
"AS CASAS DE FAZENDAS DO SERIDÓ-RN: GESTÃO PATRIMONIAL, DESENVOLVIMENTO REGIONAL E EDUCAÇÃO.";"OBRIGAÇÕES PATRONAIS";"R$         1.116,00"
"AS CASAS DE FAZENDAS DO SERIDÓ-RN: GESTÃO PATRIMONIAL, DESENVOLVIMENTO REGIONAL E EDUCAÇÃO.";"PASSAGENS";"R$           800,00"
"AS CASAS DE FAZENDAS DO SERIDÓ-RN: GESTÃO PATRIMONIAL, DESENVOLVIMENTO REGIONAL E EDUCAÇÃO.";"SERV. PESSOA FÍSICA";"R$         3.100,00"
"AS CASAS DE FAZENDAS DO SERIDÓ-RN: GESTÃO PATRIMONIAL, DESENVOLVIMENTO REGIONAL E EDUCAÇÃO.";"SERV. PESSOA JURÍDICA";"R$        24.000,00"
"AS FACES DO MUSEU CÂMARA CASCUDO: O MCC/UFRN NA XXI CIENTEC. ";"CUSTEIO";"R$         5.000,00"
